pr_id,pr_gene_id,pr_gene_symbol,pr_gene_title,pr_is_lm,pr_is_bing,gene_id
210443_x_at,11054,OGFR,opioid growth factor receptor,0,1,11054
210320_s_at,11056,DDX52,DEAD-box helicase 52,0,1,11056
221815_at,11057,ABHD2,abhydrolase domain containing 2,0,1,11057
212637_s_at,11059,WWP1,WW domain containing E3 ubiquitin protein ligase 1,0,1,11059
204022_at,11060,WWP2,WW domain containing E3 ubiquitin protein ligase 2,0,1,11060
205761_s_at,11062,DUS4L,dihydrouridine synthase 4-like,0,1,11062
205642_at,11064,CNTRL,centriolin,0,1,11064
205300_s_at,11066,SNRNP35,"small nuclear ribonucleoprotein, U11/U12 35kDa subunit",0,1,11066
209183_s_at,11067,C10orf10,chromosome 10 open reading frame 10,0,1,11067
209665_at,11068,CYB561D2,cytochrome b561 family member D2,0,1,11068
205651_x_at,11069,RAPGEF4,Rap guanine nucleotide exchange factor 4,0,1,11069
208806_at,1107,CHD3,chromodomain helicase DNA binding protein 3,0,1,1107
216267_s_at,11070,TMEM115,transmembrane protein 115,0,1,11070
210159_s_at,11074,TRIM31,tripartite motif containing 31,0,1,11074
203000_at,11075,STMN2,stathmin 2,0,1,11075
206179_s_at,11076,TPPP,tubulin polymerization promoting protein,0,1,11076
202296_s_at,11079,RER1,retention in endoplasmic reticulum sorting receptor 1,0,1,11079
201183_s_at,1108,CHD4,chromodomain helicase DNA binding protein 4,0,1,1108
203810_at,11080,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,0,1,11080
220504_at,11081,KERA,keratocan,0,1,11081
208394_x_at,11082,ESM1,endothelial cell specific molecule 1,0,1,11082
218325_s_at,11083,DIDO1,death inducer-obliterator 1,0,1,11083
221446_at,11085,ADAM30,ADAM metallopeptidase domain 30,0,1,11085
220050_at,11092,C9orf9,chromosome 9 open reading frame 9,0,1,11092
219223_at,11094,CACFD1,calcium channel flower domain containing 1,0,1,11094
220677_s_at,11095,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8,0,1,11095
219935_at,11096,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,0,1,11096
204003_s_at,11097,NUPL2,nucleoporin like 2,0,1,11097
205438_at,11099,PTPN21,"protein tyrosine phosphatase, non-receptor type 21",0,1,11099
208713_at,11100,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U-like 1,0,1,11100
204245_s_at,11102,RPP14,ribonuclease P/MRP 14kDa subunit,0,1,11102
203202_at,11103,KRR1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",0,1,11103
205526_s_at,11104,KATNA1,katanin p60 (ATPase containing) subunit A 1,0,1,11104
220792_at,11107,PRDM5,PR domain 5,0,1,11107
49485_at,11108,PRDM4,PR domain 4,0,1,11108
212801_at,11113,CIT,citron rho-interacting serine/threonine kinase,0,1,11113
214124_x_at,11116,FGFR1OP,FGFR1 oncogene partner,0,1,11116
204163_at,11117,EMILIN1,elastin microfibril interfacer 1,0,1,11117
212613_at,11118,BTN3A2,butyrophilin subfamily 3 member A2,0,1,11118
209770_at,11119,BTN3A1,butyrophilin subfamily 3 member A1,0,1,11119
218031_s_at,1112,FOXN3,forkhead box N3,0,1,1112
203944_x_at,11120,BTN2A1,butyrophilin subfamily 2 member A1,0,1,11120
205948_at,11122,PTPRT,"protein tyrosine phosphatase, receptor type T",0,1,11122
219864_s_at,11123,RCAN3,RCAN family member 3,0,1,11123
218080_x_at,11124,FAF1,Fas associated factor 1,0,1,11124
207840_at,11126,CD160,CD160 molecule,0,1,11126
213623_at,11127,KIF3A,kinesin family member 3A,0,1,11127
204978_at,11129,CLASRP,CLK4-associating serine/arginine rich protein,0,1,11129
204697_s_at,1113,CHGA,chromogranin A,0,1,1113
204026_s_at,11130,ZWINT,ZW10 interacting kinetochore protein,0,1,11130
207962_at,11131,CAPN11,calpain 11,0,1,11131
219333_s_at,11132,CAPN10,calpain 10,0,1,11132
220160_s_at,11133,KPTN,kaptin (actin binding protein),0,1,11133
204693_at,11135,CDC42EP1,CDC42 effector protein 1,0,1,11135
204526_s_at,11138,TBC1D8,TBC1 domain family member 8,0,1,11138
204260_at,1114,CHGB,chromogranin B,0,1,1114
209953_s_at,11140,CDC37,cell division cycle 37,0,1,11140
220663_at,11141,IL1RAPL1,interleukin 1 receptor accessory protein like 1,0,1,11141
200049_at,11143,KAT7,K(lysine) acetyltransferase 7,0,1,11143
209581_at,11145,PLA2G16,phospholipase A2 group XVI,0,1,11145
207153_s_at,11146,GLMN,"glomulin, FKBP associated protein",0,1,11146
220387_s_at,11147,HHLA3,HERV-H LTR-associating 3,0,1,11147
209216_at,11152,WDR45,WD repeat domain 45,0,1,11152
219910_at,11153,FICD,FIC domain containing,0,1,11153
210278_s_at,11154,AP4S1,adaptor related protein complex 4 sigma 1 subunit,0,1,11154
213371_at,11155,LDB3,LIM domain binding 3,0,1,11155
206574_s_at,11156,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",0,1,11156
209395_at,1116,CHI3L1,chitinase 3 like 1,0,1,1116
221543_s_at,11160,ERLIN2,ER lipid raft associated 2,0,1,11160
202562_s_at,11161,C14orf1,chromosome 14 open reading frame 1,0,1,11161
220183_s_at,11162,NUDT6,nudix hydrolase 6,0,1,11162
212183_at,11163,NUDT4,nudix hydrolase 4,0,1,11163
221579_s_at,11165,NUDT3,nudix hydrolase 3,0,1,11165
208468_at,11166,SOX21,SRY-box 21,0,1,11166
208782_at,11167,FSTL1,follistatin like 1,0,1,11167
204728_s_at,11169,WDHD1,WD repeat and HMG-box DNA binding protein 1,0,1,11169
213060_s_at,1117,CHI3L2,chitinase 3 like 2,0,1,1117
209074_s_at,11170,FAM107A,family with sequence similarity 107 member A,0,1,11170
200870_at,11171,STRAP,serine/threonine kinase receptor associated protein,0,1,11171
220866_at,11174,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,0,1,11174
201353_s_at,11176,BAZ2A,bromodomain adjacent to zinc finger domain 2A,0,1,11176
217986_s_at,11177,BAZ1A,bromodomain adjacent to zinc finger domain 1A,0,1,11177
47550_at,11178,LZTS1,"leucine zipper, putative tumor suppressor 1",0,1,11178
218645_at,11179,ZNF277,zinc finger protein 277,0,1,11179
217734_s_at,11180,WDR6,WD repeat domain 6,0,1,11180
203552_at,11183,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,0,1,11183
214219_x_at,11184,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1,0,1,11184
204346_s_at,11186,RASSF1,Ras association domain family member 1,0,1,11186
209873_s_at,11187,PKP3,plakophilin 3,0,1,11187
215045_at,11189,CELF3,"CUGBP, Elav-like family member 3",0,1,11189
204233_s_at,1119,CHKA,choline kinase alpha,0,1,1119
209495_at,11190,CEP250,centrosomal protein 250kDa,0,1,11190
217494_s_at,11191,PTENP1,phosphatase and tensin homolog pseudogene 1,0,1,11191
203597_s_at,11193,WBP4,WW domain binding protein 4,0,1,11193
209175_at,11196,SEC23IP,SEC23 interacting protein,0,1,11196
204712_at,11197,WIF1,WNT inhibitory factor 1,0,1,11197
217815_at,11198,SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit",0,1,11198
210143_at,11199,ANXA10,annexin A10,0,1,11199
209195_s_at,112,ADCY6,adenylate cyclase 6,0,1,112
204193_at,1120,CHKB,choline kinase beta,0,1,1120
219317_at,11201,POLI,polymerase (DNA directed) iota,0,1,11201
207099_s_at,1121,CHM,choroideremia (Rab escort protein 1),0,1,1121
219764_at,11211,FZD10,frizzled class receptor 10,0,1,11211
209384_at,11212,PROSC,proline synthetase co-transcribed homolog (bacterial),0,1,11212
213817_at,11213,IRAK3,interleukin 1 receptor associated kinase 3,0,1,11213
208325_s_at,11214,AKAP13,A-kinase anchoring protein 13,0,1,11214
203156_at,11215,AKAP11,A-kinase anchoring protein 11,0,1,11215
213396_s_at,11216,AKAP10,A-kinase anchoring protein 10,0,1,11216
211788_s_at,11219,TREX2,three prime repair exonuclease 2,0,1,11219
206079_at,1122,CHML,choroideremia-like (Rab escort protein 2),0,1,1122
215501_s_at,11221,DUSP10,dual specificity phosphatase 10,0,1,11221
208787_at,11222,MRPL3,mitochondrial ribosomal protein L3,0,1,11222
200002_at,11224,RPL35,ribosomal protein L35,0,1,11224
219956_at,11226,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6,0,1,11226
207754_at,11228,RASSF8,Ras association domain family member 8,0,1,11228
201916_s_at,11231,SEC63,"SEC63 homolog, protein translocation regulator",0,1,11231
204544_at,11234,HPS5,Hermansky-Pudlak syndrome 5,0,1,11234
210907_s_at,11235,PDCD10,programmed cell death 10,0,1,11235
209510_at,11236,RNF139,ring finger protein 139,0,1,11236
210706_s_at,11237,RNF24,ring finger protein 24,0,1,11237
214082_at,11238,CA5B,"carbonic anhydrase VB, mitochondrial",0,1,11238
219232_s_at,112399,EGLN3,egl-9 family hypoxia-inducible factor 3,0,1,112399
213385_at,1124,CHN2,chimerin 2,0,1,1124
209791_at,11240,PADI2,"peptidyl arginine deiminase, type II",0,1,11240
202337_at,11243,PMF1,polyamine-modulated factor 1,0,1,11243
206673_at,11245,GPR176,G protein-coupled receptor 176,0,1,11245
213010_at,112464,PRKCDBP,protein kinase C delta binding protein,0,1,112464
221967_at,11247,NXPH4,neurexophilin 4,0,1,11247
213365_at,112479,ERI2,ERI1 exoribonuclease family member 2,0,1,112479
221991_at,11248,NXPH3,neurexophilin 3,0,1,11248
201651_s_at,11252,PACSIN2,protein kinase C and casein kinase substrate in neurons 2,0,1,11252
218636_s_at,11253,MAN1B1,mannosidase alpha class 1B member 1,0,1,11253
219795_at,11254,SLC6A14,"solute carrier family 6 (amino acid transporter), member 14",0,1,11254
220447_at,11255,HRH3,histamine receptor H3,0,1,11255
210886_x_at,11257,TP53TG1,TP53 target 1 (non-protein coding),0,1,11257
204246_s_at,11258,DCTN3,dynactin subunit 3,0,1,11258
204135_at,11259,FILIP1L,filamin A interacting protein 1-like,0,1,11259
212160_at,11260,XPOT,"exportin, tRNA",0,1,11260
213555_at,112611,RWDD2A,RWD domain containing 2A,0,1,112611
207777_s_at,11262,SP140,SP140 nuclear body protein,0,1,11262
219428_s_at,11264,PXMP4,peroxisomal membrane protein 4,0,1,11264
218576_s_at,11266,DUSP12,dual specificity phosphatase 12,0,1,11266
218391_at,11267,SNF8,"SNF8, ESCRT-II complex subunit",0,1,11267
207798_s_at,11273,ATXN2L,ataxin 2 like,0,1,11273
219211_at,11274,USP18,ubiquitin specific peptidase 18,0,1,11274
219157_at,11275,KLHL2,kelch like family member 2,0,1,11275
221937_at,11276,SYNRG,"synergin, gamma",0,1,11276
214276_at,11278,KLF12,Kruppel-like factor 12,0,1,11278
219930_at,11279,KLF8,Kruppel-like factor 8,0,1,11279
220189_s_at,11282,MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B",0,1,11282
222191_s_at,11285,B4GALT7,"xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7",0,1,11285
48117_at,112869,SGF29,SAGA complex associated factor 29,0,1,112869
213127_s_at,112950,MED8,mediator complex subunit 8,0,1,112950
203741_s_at,113,ADCY7,adenylate cyclase 7,0,1,113
203518_at,1130,LYST,lysosomal trafficking regulator,0,1,1130
203473_at,11309,SLCO2B1,solute carrier organic anion transporter family member 2B1,0,1,11309
209268_at,11311,VPS45,vacuolar protein sorting 45 homolog (S. cerevisiae),0,1,11311
215566_x_at,11313,LYPLA2,lysophospholipase II,0,1,11313
209933_s_at,11314,CD300A,CD300a molecule,0,1,11314
212992_at,113146,AHNAK2,AHNAK nucleoprotein 2,0,1,113146
200006_at,11315,PARK7,parkinson protein 7,0,1,11315
201264_at,11316,COPE,coatomer protein complex subunit epsilon,0,1,11316
215734_at,113177,IZUMO4,IZUMO family member 4,0,1,113177
213244_at,113178,SCAMP4,secretory carrier membrane protein 4,0,1,113178
219797_at,11320,MGAT4A,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A",0,1,11320
209313_at,11321,GPN1,GPN-loop GTPase 1,0,1,11321
204328_at,11322,TMC6,transmembrane channel like 6,0,1,11322
212714_at,113251,LARP4,La ribonucleoprotein domain family member 4,0,1,113251
204787_at,11326,VSIG4,V-set and immunoglobulin domain containing 4,0,1,11326
212169_at,11328,FKBP9,FK506 binding protein 9,0,1,11328
202951_at,11329,STK38,serine/threonine kinase 38,0,1,11329
201600_at,11331,PHB2,prohibitin 2,0,1,11331
208002_s_at,11332,ACOT7,acyl-CoA thioesterase 7,0,1,11332
202290_at,11333,PDAP1,PDGFA associated protein 1,0,1,11333
203273_s_at,11334,TUSC2,tumor suppressor candidate 2,0,1,11334
200037_s_at,11335,CBX3,chromobox 3,0,1,11335
212630_at,11336,EXOC3,exocyst complex component 3,0,1,11336
218381_s_at,11338,U2AF2,U2 small nuclear RNA auxiliary factor 2,0,1,11338
213599_at,11339,OIP5,Opa interacting protein 5,0,1,11339
215136_s_at,11340,EXOSC8,exosome component 8,0,1,11340
205475_at,11341,SCRG1,stimulator of chondrogenesis 1,0,1,11341
212083_at,113419,TEX261,testis expressed 261,0,1,113419
201780_s_at,11342,RNF13,ring finger protein 13,0,1,11342
211026_s_at,11343,MGLL,monoglyceride lipase,0,1,11343
209046_s_at,11345,GABARAPL2,GABA(A) receptor-associated protein like 2,0,1,11345
202796_at,11346,SYNPO,synaptopodin,0,1,11346
221756_at,113791,PIK3IP1,phosphoinositide-3-kinase interacting protein 1,0,1,113791
215732_s_at,113878,DTX2,"deltex 2, E3 ubiquitin ligase",0,1,113878
206811_at,114,ADCY8,adenylate cyclase 8 (brain),0,1,114
206703_at,1140,CHRNB1,"cholinergic receptor, nicotinic beta 1",0,1,1140
204080_at,114034,TOE1,"target of EGR1, member 1 (nuclear)",0,1,114034
207628_s_at,114049,WBSCR22,Williams Beuren syndrome chromosome region 22,0,1,114049
209859_at,114088,TRIM9,tripartite motif containing 9,0,1,114088
221906_at,114112,TXNRD3,thioredoxin reductase 3,0,1,114112
219833_s_at,114327,EFHC1,EF-hand domain (C-terminal) containing 1,0,1,114327
207075_at,114548,NLRP3,"NLR family, pyrin domain containing 3",0,1,114548
219905_at,114625,ERMAP,erythroblast membrane associated protein (Scianna blood group),0,1,114625
209666_s_at,1147,CHUK,conserved helix-loop-helix ubiquitous kinase,0,1,1147
214876_s_at,114791,TUBGCP5,tubulin gamma complex associated protein 5,0,1,114791
220348_at,114818,KLHL29,kelch like family member 29,0,1,114818
219139_s_at,114819,CROCCP3,"ciliary rootlet coiled-coil, rootletin pseudogene 3",0,1,114819
208158_s_at,114876,OSBPL1A,oxysterol binding protein like 1A,0,1,114876
212585_at,114882,OSBPL8,oxysterol binding protein like 8,0,1,114882
218047_at,114883,OSBPL9,oxysterol binding protein like 9,0,1,114883
219073_s_at,114884,OSBPL10,oxysterol binding protein like 10,0,1,114884
218304_s_at,114885,OSBPL11,oxysterol binding protein like 11,0,1,114885
220975_s_at,114897,C1QTNF1,C1q and tumor necrosis factor related protein 1,0,1,114897
221295_at,1149,CIDEA,cell death-inducing DFFA-like effector a,0,1,1149
211967_at,114908,TMEM123,transmembrane protein 123,0,1,114908
212199_at,114932,MRFAP1L1,Morf4 family associated protein 1-like 1,0,1,114932
204497_at,115,ADCY9,adenylate cyclase 9,0,1,115
213256_at,115123,MARCH3,membrane associated ring-CH-type finger 3,0,1,115123
200884_at,1152,CKB,"creatine kinase, brain",0,1,1152
213115_at,115201,ATG4A,"autophagy related 4A, cysteine peptidase",0,1,115201
212192_at,115207,KCTD12,potassium channel tetramerization domain containing 12,0,1,115207
215084_s_at,115353,LRRC42,leucine rich repeat containing 42,0,1,115353
221223_x_at,1154,CISH,cytokine inducible SH2-containing protein,0,1,1154
201804_x_at,1155,TBCB,tubulin folding cofactor B,0,1,1155
213827_at,115703,ARHGAP33,Rho GTPase activating protein 33,0,1,115703
221907_at,115708,TRMT61A,tRNA methyltransferase 61A,0,1,115708
213279_at,115817,DHRS1,dehydrogenase/reductase (SDR family) member 1,0,1,115817
213104_at,115939,TSR3,"TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)",0,1,115939
205295_at,1160,CKMT2,"creatine kinase, mitochondrial 2",0,1,1160
213568_at,116039,OSR2,odd-skipped related transciption factor 2,0,1,116039
205162_at,1161,ERCC8,excision repair cross-complementation group 8,0,1,1161
214383_x_at,116138,KLHDC3,kelch domain containing 3,0,1,116138
201897_s_at,1163,CKS1B,CDC28 protein kinase regulatory subunit 1B,0,1,1163
204170_s_at,1164,CKS2,CDC28 protein kinase regulatory subunit 2,0,1,1164
217967_s_at,116496,FAM129A,family with sequence similarity 129 member A,0,1,116496
213618_at,116984,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",0,1,116984
34206_at,116985,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",0,1,116985
206152_at,116986,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",0,1,116986
204066_s_at,116987,AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",0,1,116987
203016_s_at,117178,SSX2IP,"synovial sarcoma, X breakpoint 2 interacting protein",0,1,117178
218103_at,117246,FTSJ3,FtsJ homolog 3 (E. coli),0,1,117246
219915_s_at,117247,SLC16A10,"solute carrier family 16 (aromatic amino acid transporter), member 10",0,1,117247
200613_at,1173,AP2M1,adaptor related protein complex 2 mu 1 subunit,0,1,1173
205196_s_at,1174,AP1S1,adaptor related protein complex 1 sigma 1 subunit,0,1,1174
211047_x_at,1175,AP2S1,adaptor related protein complex 2 sigma 1 subunit,0,1,1175
202442_at,1176,AP3S1,adaptor related protein complex 3 sigma 1 subunit,0,1,1176
208030_s_at,118,ADD1,adducin 1,0,1,118
213499_at,1181,CLCN2,"chloride channel, voltage-sensitive 2",0,1,1181
201734_at,1182,CLCN3,"chloride channel, voltage-sensitive 3",0,1,1182
214769_at,1183,CLCN4,"chloride channel, voltage-sensitive 4",0,1,1183
206704_at,1184,CLCN5,"chloride channel, voltage-sensitive 5",0,1,1184
221634_at,118433,RPL23AP7,ribosomal protein L23a pseudogene 7,0,1,118433
203950_s_at,1185,CLCN6,"chloride channel, voltage-sensitive 6",0,1,1185
38069_at,1186,CLCN7,"chloride channel, voltage-sensitive 7",0,1,1186
213549_at,118987,PDZD8,PDZ domain containing 8,0,1,118987
205268_s_at,119,ADD2,adducin 2,0,1,119
208792_s_at,1191,CLU,clusterin,0,1,1191
208659_at,1192,CLIC1,chloride intracellular channel 1,0,1,1192
213415_at,1193,CLIC2,chloride intracellular channel 2,0,1,1193
203229_s_at,1196,CLK2,CDC like kinase 2,0,1,1196
202140_s_at,1198,CLK3,CDC like kinase 3,0,1,1198
201034_at,120,ADD3,adducin 3,0,1,120
200743_s_at,1200,TPP1,tripeptidyl peptidase I,0,1,1200
209275_s_at,1201,CLN3,"ceroid-lipofuscinosis, neuronal 3",0,1,1201
207786_at,120227,CYP2R1,cytochrome P450 family 2 subfamily R member 1,0,1,120227
214252_s_at,1203,CLN5,"ceroid-lipofuscinosis, neuronal 5",0,1,1203
213853_at,120526,DNAJC24,DnaJ heat shock protein family (Hsp40) member C24,0,1,120526
209143_s_at,1207,CLNS1A,"chloride channel, nucleotide-sensitive, 1A",0,1,1207
201640_x_at,1209,CLPTM1,cleft lip and palate associated transmembrane protein 1,0,1,1209
216295_s_at,1211,CLTA,clathrin light chain A,0,1,1211
214533_at,1215,CMA1,"chymase 1, mast cell",0,1,1215
213512_at,122616,C14orf79,chromosome 14 open reading frame 79,0,1,122616
209122_at,123,PLIN2,perilipin 2,0,1,123
205098_at,1230,CCR1,chemokine (C-C motif) receptor 1,0,1,1230
208376_at,1233,CCR4,chemokine (C-C motif) receptor 4,0,1,1233
206991_s_at,1234,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene),0,1,1234
206337_at,1236,CCR7,chemokine (C-C motif) receptor 7,0,1,1236
213061_s_at,123803,NTAN1,N-terminal asparagine amidase,0,1,123803
222068_s_at,123872,DNAAF1,"dynein, axonemal, assembly factor 1",0,1,123872
207820_at,124,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide",0,1,124
207652_s_at,1240,CMKLR1,chemerin chemokine-like receptor 1,0,1,1240
214965_at,124044,SPATA2L,spermatogenesis associated 2 like,0,1,124044
216388_s_at,1241,LTB4R,leukotriene B4 receptor,0,1,1241
213392_at,124152,IQCK,IQ motif containing K,0,1,124152
212858_at,124222,PAQR4,progestin and adipoQ receptor family member IV,0,1,124222
206155_at,1244,ABCC2,ATP binding cassette subfamily C member 2,0,1,1244
212890_at,124565,SLC38A10,solute carrier family 38 member 10,0,1,124565
212529_at,124801,LSM12,LSM12 homolog,0,1,124801
209613_s_at,125,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",0,1,125
222116_s_at,125058,TBC1D16,TBC1 domain family member 16,0,1,125058
206417_at,1259,CNGA1,cyclic nucleotide gated channel alpha 1,0,1,1259
206262_at,126,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",0,1,126
217665_at,126017,ZNF813,zinc finger protein 813,0,1,126017
215892_at,126070,ZNF440,zinc finger protein 440,0,1,126070
213402_at,126208,ZNF787,zinc finger protein 787,0,1,126208
215429_s_at,126299,ZNF428,zinc finger protein 428,0,1,126299
204958_at,1263,PLK3,polo like kinase 3,0,1,1263
212925_at,126353,MISP,mitotic spindle positioning,0,1,126353
214767_s_at,126393,HSPB6,heat shock protein family B (small) member 6,0,1,126393
203951_at,1264,CNN1,calponin 1,0,1,1264
201605_x_at,1265,CNN2,calponin 2,0,1,1265
201445_at,1266,CNN3,calponin 3,0,1,1266
208912_s_at,1267,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase",0,1,1267
213436_at,1268,CNR1,cannabinoid receptor 1 (brain),0,1,1268
206586_at,1269,CNR2,cannabinoid receptor 2,0,1,1269
211203_s_at,1272,CNTN1,contactin 1,0,1,1272
213038_at,127544,RNF19B,ring finger protein 19B,0,1,127544
212791_at,127703,C1orf216,chromosome 1 open reading frame 216,0,1,127703
202404_s_at,1278,COL1A2,collagen type I alpha 2,0,1,1278
211161_s_at,1281,COL3A1,collagen type III alpha 1,0,1,1281
211966_at,1284,COL4A2,collagen type IV alpha 2,0,1,1284
222073_at,1285,COL4A3,collagen type IV alpha 3,0,1,1285
220213_at,128553,TSHZ2,teashirt zinc finger homeobox 2,0,1,128553
214602_at,1286,COL4A4,collagen type IV alpha 4,0,1,1286
213110_s_at,1287,COL4A5,collagen type IV alpha 5,0,1,1287
213992_at,1288,COL4A6,collagen type IV alpha 6,0,1,1288
212489_at,1289,COL5A1,collagen type V alpha 1,0,1,1289
221729_at,1290,COL5A2,collagen type V alpha 2,0,1,1290
213779_at,129080,EMID1,EMI domain containing 1,0,1,129080
213428_s_at,1291,COL6A1,collagen type VI alpha 1,0,1,1291
209156_s_at,1292,COL6A2,collagen type VI alpha 2,0,1,1292
201438_at,1293,COL6A3,collagen type VI alpha 3,0,1,1293
204136_at,1294,COL7A1,collagen type VII alpha 1,0,1,1294
214587_at,1295,COL8A1,collagen type VIII alpha 1,0,1,1295
52651_at,1296,COL8A2,collagen type VIII alpha 2,0,1,1296
213288_at,129642,MBOAT2,membrane bound O-acyltransferase domain containing 2,0,1,129642
222008_at,1297,COL9A1,collagen type IX alpha 1,0,1,1297
213622_at,1298,COL9A2,collagen type IX alpha 2,0,1,1298
204724_s_at,1299,COL9A3,collagen type IX alpha 3,0,1,1299
205969_at,13,AADAC,arylacetamide deacetylase,0,1,13
212017_at,130074,FAM168B,family with sequence similarity 168 member B,0,1,130074
211809_x_at,1305,COL13A1,collagen type XIII alpha 1,0,1,1305
203477_at,1306,COL15A1,collagen type XV alpha 1,0,1,1306
204345_at,1307,COL16A1,collagen type XVI alpha 1,0,1,1307
204636_at,1308,COL17A1,collagen type XVII alpha 1,0,1,1308
214364_at,130916,MTERF4,mitochondrial transcription termination factor 4,0,1,130916
205713_s_at,1311,COMP,cartilage oligomeric matrix protein,0,1,1311
208818_s_at,1312,COMT,catechol-O-methyltransferase,0,1,1312
208684_at,1314,COPA,coatomer protein complex subunit alpha,0,1,1314
221904_at,131408,FAM131A,family with sequence similarity 131 member A,0,1,131408
201359_at,1315,COPB1,coatomer protein complex subunit beta 1,0,1,1315
214030_at,131544,CRYBG3,crystallin beta-gamma domain containing 3,0,1,131544
213865_at,131566,DCBLD2,"discoidin, CUB and LCCL domain containing 2",0,1,131566
213909_at,131578,LRRC15,leucine rich repeat containing 15,0,1,131578
208961_s_at,1316,KLF6,Kruppel-like factor 6,0,1,1316
218855_at,131601,TPRA1,transmembrane protein adipocyte associated 1,0,1,131601
203971_at,1317,SLC31A1,"solute carrier family 31 (copper transporter), member 1",0,1,1317
204204_at,1318,SLC31A2,"solute carrier family 31 (copper transporter), member 2",0,1,1318
204119_s_at,132,ADK,adenosine kinase,0,1,132
210182_at,1325,CORT,cortistatin,0,1,1325
205027_s_at,1326,MAP3K8,mitogen-activated protein kinase kinase kinase 8,0,1,1326
200086_s_at,1327,COX4I1,cytochrome c oxidase subunit IV isoform 1,0,1,1327
213735_s_at,1329,COX5B,cytochrome c oxidase subunit Vb,0,1,1329
202912_at,133,ADM,adrenomedullin,0,1,133
221734_at,133619,PRRC1,proline rich coiled-coil 1,0,1,133619
200925_at,1337,COX6A1,cytochrome c oxidase subunit VIa polypeptide 1,0,1,1337
205481_at,134,ADORA1,adenosine A1 receptor,0,1,134
201441_at,1340,COX6B1,cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous),0,1,1340
201754_at,1345,COX6C,cytochrome c oxidase subunit VIc,0,1,1345
204570_at,1346,COX7A1,cytochrome c oxidase subunit VIIa polypeptide 1 (muscle),0,1,1346
201597_at,1347,COX7A2,cytochrome c oxidase subunit VIIa polypeptide 2 (liver),0,1,1347
202110_at,1349,COX7B,cytochrome c oxidase subunit VIIb,0,1,1349
201134_x_at,1350,COX7C,cytochrome c oxidase subunit VIIc,0,1,1350
201119_s_at,1351,COX8A,cytochrome c oxidase subunit VIIIA (ubiquitous),0,1,1351
214204_at,135138,PACRG,PARK2 co-regulated,0,1,135138
203858_s_at,1352,COX10,COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor,0,1,1352
203551_s_at,1353,COX11,COX11 cytochrome c oxidase copper chaperone,0,1,1353
219547_at,1355,COX15,cytochrome c oxidase assembly homolog 15 (yeast),0,1,1355
204846_at,1356,CP,ceruloplasmin (ferroxidase),0,1,1356
205624_at,1359,CPA3,carboxypeptidase A3,0,1,1359
205891_at,136,ADORA2B,adenosine A2b receptor,0,1,136
201943_s_at,1362,CPD,carboxypeptidase D,0,1,1362
201116_s_at,1363,CPE,carboxypeptidase E,0,1,1363
201428_at,1364,CLDN4,claudin 4,0,1,1364
203954_x_at,1365,CLDN3,claudin 3,0,1,1365
202790_at,1366,CLDN7,claudin 7,0,1,1366
206100_at,1368,CPM,carboxypeptidase M,0,1,1368
204172_at,1371,CPOX,coproporphyrinogen oxidase,0,1,1371
203633_at,1374,CPT1A,carnitine palmitoyltransferase 1A (liver),0,1,1374
204264_at,1376,CPT2,carnitine palmitoyltransferase 2,0,1,1376
208488_s_at,1378,CR1,complement component 3b/4b receptor 1 (Knops blood group),0,1,1378
212934_at,137886,UBXN2B,UBX domain protein 2B,0,1,137886
205544_s_at,1380,CR2,complement component 3d receptor 2,0,1,1380
213967_at,138046,RALYL,RALY RNA binding protein-like,0,1,138046
218017_s_at,138050,HGSNAT,heparan-alpha-glucosaminide N-acetyltransferase,0,1,138050
205350_at,1381,CRABP1,cellular retinoic acid binding protein 1,0,1,1381
